Código do Produto;Quantidade em Estoque;Preço Unitário de Compra;Alíquota do ICMS
17082;3075;134.76269333533898;7
13333;3456;281.379443175027;18
35209;3174;329.4847983429854;12
34211;1162;238.14426923398966;7
22920;3769;69.26121215309983;7
22703;108;239.62481964476032;18
31046;1189;398.419171442078;18
43705;2442;164.7944414190549;7
44974;3285;421.0538632291598;18
21467;2082;113.43525389079706;12
39402;395;103.79414657543981;7
43695;2396;247.15371929766374;18
44239;375;420.1657106003429;18
32272;954;125.97276195427114;18
41024;1602;312.40985007030537;12
46935;1482;384.60994683410996;18
39504;1502;328.1152558750675;18
35120;354;357.0452369140663;12
47758;2215;341.96202194382863;18
48248;3736;169.3223174766004;12
43408;1422;280.988989385257;18
29002;1429;118.79699066154863;7
23772;2253;124.69416274265363;18
24667;2229;262.0648927819252;7
35593;1084;111.70045670405898;12
12871;3591;323.1898693721079;18
38069;3011;101.66787475473016;18
17473;697;335.88735070772555;18
33620;2947;249.98272573387374;12
31924;1093;406.6286695071536;18
30018;3447;165.70191547404;12
28410;1664;287.01789461564783;7
32023;300;336.58088797149156;18
40126;3213;194.0929862199828;7
28411;1470;370.6270628622397;7
41793;2904;172.8078968789022;7
38664;1605;116.7781335190734;12
44056;1130;156.9109288744891;7
36918;1637;174.16962611348555;18
48341;1345;129.14403619019507;12
27818;3791;15.634469727863944;12
40516;1028;214.1555834836889;7
24952;2115;206.2535736922425;18
25350;3137;384.14938013967753;7
43101;2520;164.11379016956153;12
23927;537;164.68444786422657;7
15555;3166;77.96247808185221;18
33338;630;19.069020839183317;12
46898;2655;210.4329870705844;18
43747;3498;47.19204959425258;18
28846;1939;431.62342112838473;7
31321;1910;19.972072482048215;12
23879;1914;312.7257140788208;7
17060;23;77.34380913988622;12
47586;2867;174.8240302785883;12
27691;780;55.24757822834363;7
47437;2600;361.49723245732775;7
32921;1239;383.98737351396636;18
20505;1703;402.3685945651528;7
34566;391;79.01788711594324;18
43980;1859;155.08492524003276;18
10987;3533;432.0116901761079;18
36004;991;267.15208905320657;18
35469;2717;144.66963665351008;18
41196;2322;112.62732472294958;18
18303;1412;175.023092985417;7
49176;231;44.85421888985338;7
36666;2839;267.93400205433136;12
49145;1040;210.78386015693582;18
19333;316;389.5829494083235;18
36002;1921;80.9265199389244;12
12343;2644;332.13941049559736;7
20776;79;285.638766114632;7
31474;3702;397.0327922299663;12
27676;781;431.8989697504424;12
25454;1949;15.437505437033243;7
20205;1678;187.32799696344355;7
48358;200;355.46537971682375;12
48563;2325;188.77601948553217;12
39845;2571;62.18415828529633;7
42562;156;384.02902836875217;7
30483;2856;120.37662394658523;18
16126;2523;286.93354873057075;12
45110;2040;299.1469701872756;7
12420;1951;211.99410397876622;7
17130;1242;388.4910880400418;12
26926;2662;50.4755139652562;18
47342;1033;59.84419709628517;18
37580;2947;124.04246482496113;7
32802;2070;33.771091304943155;12
14266;2924;341.7520107776696;18
26229;1783;31.54379793476979;18
28701;3375;358.94507545703084;12
17395;1941;283.5622724488136;12
29076;2354;365.0070463784812;7
17838;1799;406.818519058768;7
34958;2281;126.522678811192;12
25562;952;430.99743759974064;12
12071;867;41.455461410230576;12
38820;1498;241.560924717536;12
38822;985;128.24683423664487;12
44098;3018;300.15255865748065;7
43348;1028;263.04643262936554;18
19979;1267;221.48395223906158;18
39655;342;33.664253426746065;18
29706;3170;256.5737232166709;7
49593;2401;23.05902111269083;12
18499;1353;218.72288113989796;7
17747;2443;31.946344095551297;7
30542;2944;97.5931757186135;18
46822;3581;346.0773838784897;12
23848;831;419.0698934061048;18
43717;3083;97.49605826048848;18
49890;3729;417.39084404662987;12
48130;394;196.22199529088678;18
29936;298;190.17446268650235;18
43862;1040;69.46652747938813;12
16977;693;348.20323537486416;18
12424;3373;360.89811927573305;12
17999;2794;413.0028735651499;12
18491;2374;221.16416396234166;18
40218;65;8.304236481077586;12
35244;3234;290.30058878329186;7
40067;1779;323.2336944704499;12
24258;1931;403.9757106227114;18
16556;3742;134.08253705941195;7
16192;2597;333.11796322251854;12
33718;1219;11.700710929152123;7
20386;1343;255.1984537691886;18
10234;1235;245.7295107468663;7
37639;402;407.19721224912064;7
36507;3379;98.01339806124616;7
19756;2183;286.7719550702429;7
39254;924;292.7945189768533;12
23509;1514;402.23005069219806;7
28013;1068;101.8433606116191;12
11385;338;354.4495027424008;18
31833;2667;213.64308049819954;12
49966;2113;168.47594376337042;18
24293;884;143.36414440765702;12
39541;1335;358.6031057691463;12
49880;578;208.21262538503143;7
42435;3152;131.88308296076244;12
23482;2902;324.0452237815935;12
19475;2497;330.78040186379917;18
48343;2501;298.29310168149516;7
25775;1607;357.49428960746025;12
26370;764;18.43965776939445;7
28349;2504;63.80025557465495;12
33238;3386;22.674773225001175;7
29268;2660;131.70178633657687;18
23336;475;195.00240184059194;7
12215;3243;55.56732554885143;12
11318;2472;46.37464953290712;12
46759;2596;38.71524449733432;7
35720;762;225.88233859001025;18
13534;554;396.61664716140774;12
47060;2451;87.8976836178343;18
19977;2907;237.8821603966267;18
14601;2298;409.97850455669726;18
11220;2751;210.14354425486198;7
46779;3583;33.40576390367678;18
40454;2272;340.46540257621785;7
13968;424;374.11202803899585;18
36758;3645;90.70568892343911;7
12993;1308;132.70092334969704;18
12290;2392;399.8116418379655;18
26398;1977;4.942253050813571;7
28516;1336;386.63571793420954;12
28330;1718;73.39166033293226;12
12125;3116;287.55915913170105;18
35860;3603;241.66436514048675;18
16514;3277;384.2792645346349;12
23268;1035;140.5282955706581;7
47699;1118;63.92915735159893;12
12470;3275;381.6909645923473;7
37181;3568;434.7392410834556;7
18623;2069;176.98213899519743;12
14423;1024;142.51984088505912;7
29798;3352;139.55367331131578;18
45819;592;358.22157257928524;18
39194;1073;430.46041223945616;7
35546;3227;119.29878408779597;18
33514;2880;264.3146172687153;12
33950;2508;156.78952905795487;18
14461;1482;294.82527414855906;7
28745;2337;277.27724085461523;12
45397;3344;78.67676269947644;12
48522;1142;153.4544332730221;18
46465;1313;183.54449521141956;18
33980;183;248.2817643326063;12
27149;3362;432.14592876373376;18
37897;3238;200.951012539465;7
31557;935;54.91950102437988;18
31871;582;260.6027100711629;18
39376;3322;379.7394059470303;7
36032;338;91.43291861672539;7
44208;1927;321.5557444062176;7
41797;2101;408.2476669816795;12
41937;3331;59.75951595787718;12
32099;1593;368.4760123675253;7
10962;2196;113.38092657336215;18
14650;467;300.57378634495905;7
22002;1523;138.63232472913447;12
36208;2387;198.3945407024676;18
27614;3366;409.59412209883664;7
36838;1954;222.25780070900615;12
35674;3057;142.57888957742398;18
12762;2903;368.3198564723079;7
47970;3347;290.05981161380913;18
48020;2793;190.7532408074348;7
34263;2817;49.3797573833888;7
23952;1067;417.5871243353926;12
43209;696;78.83286942724978;12
36402;1031;161.22130069303284;12
47979;2617;383.08269936190794;7
13280;2704;40.275519011049575;7
38930;1372;327.5005384821924;12
11158;1265;53.938297097587835;12
12618;808;152.97972205478254;7
22076;1837;47.370763809338676;18
40628;2399;226.90472541785618;18
22089;3465;257.4370454527601;7
28777;3762;128.85755945682843;18
36854;3721;109.98947346711465;12
41225;1269;130.4025043676544;7
43552;3554;180.05415680376558;7
15228;2570;360.0720132295948;12
26784;2995;15.268040682768595;7
26968;1747;386.4883044591666;7
36025;3643;30.839582810475296;12
39266;2771;240.37561307890755;7
20526;1045;182.66442677087608;7
19467;1042;178.84993623029146;7
24196;3618;104.53988112800847;12
35060;2051;37.657432290488764;7
19966;2764;10.963761676891325;7
34547;3183;153.24466206409934;18
37970;3048;140.65380236703186;18
16615;1599;286.51157780858597;7
37044;3426;18.693437945322245;18
39108;2354;175.24961568422484;12
28778;2356;299.9085013937362;12
37282;2917;340.74237964661546;7
36841;191;131.89676617500598;7
47776;849;56.36617261372067;7
39868;1224;409.2340493028602;7
49939;1455;147.74366345035102;12
41908;1668;267.67509644338793;7
30823;2812;413.7519863421902;18
20131;493;364.21373702725225;12
38445;2579;302.82334938565947;18
41551;449;348.2628097071528;18
16234;221;314.70831903408606;18
22706;3761;115.82041748206287;12
42516;611;195.60671375515813;7
32107;2349;248.95908950740193;12
43455;2335;97.8736951874723;18
37066;3510;183.60799265228857;7
38559;3767;152.59353491774598;18
31353;3237;213.13345764443056;18
21140;131;118.44812120940318;7
18947;3119;87.63446910527506;7
42049;140;165.11132910832816;7
42099;1868;410.44720057383006;18
30250;193;408.14776101635346;7
19546;1709;428.1129769504966;18
15876;1009;331.4880504656072;12
43612;774;156.05031976145932;12
47308;2418;410.2081023781869;7
46167;1992;280.8228092685451;18
41692;2929;63.647215872201535;12
48956;1481;147.73384409516643;18
42000;3043;411.61740521555737;18
24534;1880;48.66706823713233;18
24609;2161;227.7010610459857;7
20854;825;281.7997552867981;7
33262;1101;372.57283022610994;18
35004;2420;199.07282374734845;7
27555;366;419.23949828854205;18
44816;1699;103.02041330320137;18
49256;364;327.7853625826069;12
40728;3278;216.66119220313246;18
17276;2795;35.375865706228105;7
45646;3484;432.8053756428246;7
39831;1640;427.6251901316978;7
15394;3127;72.70415149410704;12
21377;1231;224.26808832774194;7
29748;3751;135.99604925508658;18
18592;2501;160.5266342311311;18
16889;663;23.336360839638303;7
30797;975;175.14893750928528;7
40605;760;359.3250626541019;7
19374;317;372.2832103231003;7
17091;2233;190.354356514192;18
25947;3654;276.4862845927468;12
11879;40;136.23361607184142;18
30705;2460;306.3542207121286;7
20666;1933;165.65771418728738;12
20109;3474;324.64945522351394;7
44821;242;414.1460706258352;7
31977;752;399.4243774819145;18
41273;1720;286.26920132544626;12
31716;1754;143.32707666486596;7
19415;55;116.29430811576302;12
40371;2646;1.926356756455108;18
41629;2955;21.872262234611973;18
39413;1498;250.34811045155791;18
31761;2329;311.5691098578526;18
26058;982;303.7712676911303;12
29669;1429;409.02571156567495;12
48100;1784;380.42508692757406;7
40936;2860;428.1493451349623;12
42643;2427;93.16154586121684;7
24193;864;378.1424323097696;12
30670;520;313.8686034915608;12
47105;1482;103.77007566521326;18
14477;1652;236.18326257974852;12
49953;224;372.94333880076096;12
20266;822;226.29754388409967;12
17401;67;271.3139578240164;12
19597;1252;325.53271125793344;7
26729;1491;128.82917078497994;12
45077;1288;104.18121674379206;18
20247;3556;15.009655408530826;12
44741;776;268.2786931234983;18
21120;2121;187.76734261471267;12
28766;1313;176.51649738277519;7
14080;3004;212.20269277191557;7
34868;2217;240.83599145988208;18
27950;3649;113.08171895126972;18
25414;972;76.03566868123463;7
39701;371;233.52364434789462;18
28334;547;38.910142859135355;12
44663;348;414.90591656980973;18
25657;505;169.97851285763286;12
23675;310;367.6732694443772;12
31941;3272;360.8326461861509;12
10227;2367;398.91410887524756;12
46734;2302;303.8786456821135;18
13698;171;181.65581633493196;18
34680;887;278.5013377562426;7
23051;1435;99.60507506817927;7
34932;1104;361.743560676437;18
26456;3205;48.451366890097205;18
25607;3311;239.8679716938402;12
18208;2112;373.45528964794534;12
11940;801;274.5851187079136;12
42256;1482;121.05150179060757;18
39647;3097;228.0912492997062;18
22140;3227;115.83496768158771;12
20110;1175;400.9608955457084;7
15494;419;147.64651188509563;12
39674;733;310.3046396225837;18
39047;664;202.05383546090601;12
14389;870;431.7115639732977;12
48877;3523;284.39778794192154;12
48448;1186;16.847681612388985;12
27483;2257;327.5007496335528;18
44555;815;65.76195859790107;7
41509;275;57.017648576228616;18
43374;1545;176.7267903550616;12
30514;1192;48.811836702105104;12
41426;3377;148.74771744090634;18
11856;62;68.89211021606621;12
23417;2314;155.89660909462265;18
44146;3518;158.89192494841296;18
35877;2502;41.852233242826934;12
41181;3078;206.61453740239602;12
32574;659;58.672527268805084;7
10499;2705;347.7552110736596;7
29794;1781;361.78174552405665;18
25908;1558;70.86228726182054;7
24753;2493;287.6408917380125;12
31516;975;7.435839789779046;12
36102;3260;422.4377714787001;12
10232;2935;372.326792534746;7
15106;1006;420.5234656980545;7
17375;1462;54.52404194845845;18
37917;48;433.0703573618782;12
18008;1552;62.84089768622314;18
11390;1298;132.92892378079523;7
24381;1175;18.989282219368235;12
30083;2090;216.97042686610806;12
41267;1151;100.26835930325535;7
25449;2858;36.2782678799171;12
48348;2151;176.9407857296137;18
28943;419;307.9787762723437;7
18820;1436;10.499360146457494;7
12020;1538;223.4491221700144;12
15820;3525;202.7839058230777;7
25203;488;304.6344157673738;12
27707;1864;41.78060147744369;18
43023;1458;81.81879114362079;18
19264;1132;24.832132797619163;12
41388;720;108.98256232755752;18
11206;2530;115.85276560206276;18
14416;2168;385.1148841301439;18
30400;1803;332.3546040511161;18
25527;328;269.4532875307928;7
10783;145;144.7812808055874;7
47665;89;103.01936520800253;18
45937;233;387.40015930638924;7
40961;1617;352.9489132750199;12
33363;2860;122.7744811541184;18
46637;656;435.48052538859196;18
39367;2710;223.68655114212797;7
18426;2215;79.6091866927605;12
42406;2493;19.324496382246636;7
16361;3482;367.1128382575115;7
13024;2889;234.08302687408317;7
32761;477;49.37325954647263;12
31137;1489;335.09255611022456;12
31460;722;377.199479846271;18
23140;1541;179.3528409130537;7
35461;2041;405.48105991516405;18
46114;3634;75.74791009850968;7
31445;3191;96.8642117968697;18
17646;1820;229.0001585839622;7
17487;198;332.66079074855605;7
47054;3651;222.35217520952517;7
30211;1995;282.5953264041484;12
39683;1591;29.892555832102488;7
43117;2077;287.5841036662742;7
25383;1865;363.9542331140806;7
36509;3465;410.36290083008925;18
44837;3515;172.36868228251052;12
31877;1862;420.39680885861964;7
29618;1491;288.07397528815625;18
45434;2719;128.69608483458572;12
21412;198;286.0095737355013;7
23615;1722;116.23885739826106;7
10899;2776;167.15223308396153;12
21611;3769;215.6658385120799;12
40797;114;433.7746633415137;18
46459;951;284.1425374735076;7
44300;2372;139.34290848462797;18
49114;612;141.8291456427222;12
23520;3241;315.5296543442598;18
15201;3348;264.267462117862;12
36530;1866;372.33612126992995;7
29535;3404;393.2340777580153;18
29625;2748;378.930139460879;7
30992;1090;432.56532485866666;18
30092;2268;5.669212532843969;12
13429;912;406.22726336885654;18
49035;281;290.9980151184614;7
38563;3594;144.42614478705738;7
45509;3792;69.35174405805336;18
48550;355;152.31425425230282;12
36699;2516;356.7387272219096;7
44786;272;229.98071853722124;7
45456;2696;227.06825423700977;7
24603;2245;195.13168936909327;7
40672;2449;82.7357686909604;18
23865;1514;37.889732968464436;18
35227;1087;256.79840156862804;7
47151;3227;298.81131450577305;18
38237;644;431.1607251674981;18
42718;1460;305.6237301226518;7
49771;2291;269.1263977529366;7
49231;2512;194.65436773399995;18
43555;1202;18.93184594560253;7
45371;3238;305.7008874732423;18
22722;2386;395.1592010312367;7
31830;1281;150.2706184843677;7
49936;389;367.0654435860481;7
21262;1925;187.8902696116385;7
27274;2327;312.69948736239127;7
30096;1109;429.3040979310278;7
44652;1368;75.83123638005263;12
31285;2659;16.02543785147018;7
40570;3642;323.74880139149025;12
19800;1730;87.11457877471388;12
46062;43;155.5597665361664;7
14972;2995;292.7643589677416;7
20737;13;33.855323293450375;12
22861;2792;64.55143328398404;18
40063;3640;208.18809317971585;12
32888;451;75.05025491137772;18
47971;3035;412.27993318315544;18
33436;3570;270.67472413257155;7
48456;1854;377.1572910324364;7
45462;2308;257.9628131625425;7
33457;2974;71.35489174417206;18
39482;468;105.65852092332536;12
49819;2981;90.47450689470655;7
10349;958;146.19381391331393;18
34053;2377;98.1403099896402;7
22914;314;54.70827523968602;12
17777;460;296.918637218725;12
17492;1204;133.62396698735498;12
49583;3579;240.40831151537733;18
18514;2743;60.28866337332985;18
11811;3603;98.27916866568677;12
32884;3337;266.2077361672313;7
36750;1039;318.42048796273986;7
29302;2913;407.62911322271805;18
22269;1898;40.10663985759419;12
40200;1093;423.7092638665184;12
44222;1844;262.0604269808298;18
31919;153;89.5262436682282;7
38634;3096;337.29066155386414;7
14777;3488;363.0035555388677;12
17518;1192;353.6488061967863;18
14515;2104;34.212037079852706;18
24250;1261;203.7623780826736;7
41003;959;191.67954510577934;18
10308;1844;236.72558045050374;12
29820;3293;201.29211395317014;12
15376;1690;319.05763340743266;18
38974;1765;61.07159124640114;18
44257;2355;164.29554109470575;7
35007;590;100.15383142877297;7
13009;1138;331.8520246322453;7
27932;2250;205.39164769993425;18
40716;262;327.71552856117535;7
26364;1800;97.66877023920634;7
35792;1390;247.74953285834644;12
22658;3331;137.88478591328783;7
18330;466;339.047804049884;18
22135;1402;321.7956596229486;7
39797;1984;260.0247556842405;7
47170;2631;135.62222193785522;12
46041;685;281.0503417928624;18
36439;2578;87.01622298732282;12
27844;1011;78.58268058559649;12
12148;3126;402.53637435676086;18
26660;3350;241.8415044826883;12
38762;170;87.93089996781903;12
46573;1282;256.82624317986375;18
26791;2279;14.303638883567086;7
43241;149;422.8527146896561;12
16747;3031;378.48727671332057;12
16419;2484;283.0705478549701;12
47374;3146;237.77355954600105;18
31174;2270;227.82606240250652;18
37849;258;284.3435200749809;7
14908;3422;114.12296517685644;18
23311;416;227.8142694758585;12
15783;274;52.88433702360577;18
16173;3052;267.04534323042594;7
40569;1245;151.4396422218166;12
41254;16;35.28515971079337;18
17980;3423;40.355409360671175;12
33251;425;122.07774884733998;18
23273;1870;358.2748423706702;12
26667;1143;418.44465857904595;18
22908;66;297.77589152433166;18
26661;3010;45.29599416596833;12
17461;557;179.07735537245418;18
16894;3709;180.7612288137715;18
17730;335;229.2823550575175;7
23436;1179;283.7960768798714;12
49201;243;83.16023535808145;7
41512;3031;427.2776427090522;18
48138;418;306.7363027115044;18
21116;2317;325.9489722177748;12
46050;1616;119.78882472864917;18
22081;2719;309.70808871882724;7
25357;2631;282.65387153673174;12
45031;1312;118.61532808381627;12
40544;1656;197.99153034015947;18
35900;792;152.18987688120222;12
49177;2226;218.04428377604376;12
12654;1633;228.4939351096511;12
34192;2901;209.16652050553247;12
11496;370;417.66328400378256;7
25840;44;261.0199313948624;12
35305;65;333.704534285744;12
23630;1539;397.6534380021878;12
11443;1085;121.5128549795705;7
30758;723;314.2253800484651;12
30442;281;161.49570743842918;18
13906;2861;205.61594263059695;7
28786;660;236.4244431313065;12
39121;164;246.66366017112637;12
26421;2164;109.4125883358961;7
